0 -81.90822 0.07
0.00509 -81.90778 0.07
0.01018 -81.9078 0.07
0.01527 -81.90785 0.07
0.02036 -81.90782 0.07
0.02545 -81.90777 0.07
0.03054 -81.90768 0.07
0.03563 -81.90757 0.07
0.04072 -81.90743 0.07
0.04581 -81.90733 0.07
0.0509 -81.90724 0.07
0.05599 -81.90791 0.07
0.06108 -81.9077 0.07
0.06617 -81.90741 0.07
0.07126 -81.90712 0.07
0.07635 -81.90692 0.07
0.08144 -81.90694 0.07
0.08653 -81.90696 0.07
0.09162 -81.90701 0.07
0.09671 -81.90662 0.07
0.1018 -81.90665 0.07
0.10689 -81.90691 0.07
0.11198 -81.9072 0.07
0.11707 -81.90696 0.07
0.12216 -81.90697 0.07
0.12726 -81.90707 0.07
0.13235 -81.90714 0.07
0.13744 -81.90717 0.07
0.14253 -81.90716 0.07
0.14762 -81.90716 0.07
0.15271 -81.90665 0.07
0.1578 -81.90641 0.07
0.16289 -81.90619 0.07
0.16798 -81.90583 0.07
0.17307 -81.90561 0.07
0.17816 -81.90578 0.07
0.18325 -81.90569 0.07
0.18834 -81.90563 0.07
0.19343 -81.90559 0.07
0.19852 -81.90557 0.07
0.20361 -81.90556 0.07
0.2087 -81.9056 0.07
0.21379 -81.9057 0.07
0.21887 -81.90587 0.07
0.22397 -81.90618 0.07
0.22905 -81.90649 0.07
0.23414 -81.9069 0.07
0.23923 -81.90729 0.07
0.24432 -81.90767 0.07
0.24941 -81.90794 0.07
0.2545 -81.90812 0.07
0.25959 -81.90815 0.07
0.26468 -81.90813 0.07
0.26977 -81.90711 0.07
0.27486 -81.9072 0.07
0.27994 -81.90725 0.07
0.28504 -81.90729 0.07
0.29012 -81.90739 0.07
0.29521 -81.90754 0.07
0.3003 -81.90771 0.07
0.30539 -81.90745 0.07
0.31048 -81.90743 0.07
0.31557 -81.90746 0.07
0.32066 -81.90738 0.07
0.32575 -81.90734 0.07
0.33084 -81.9074 0.07
0.33593 -81.9075 0.07
0.34101 -81.90736 0.07
0.3461 -81.9073 0.07
0.35119 -81.90717 0.07
0.35628 -81.90722 0.07
0.36137 -81.90708 0.07
0.36646 -81.90697 0.07
0.37155 -81.90703 0.07
